state,date,total_adult_patients_hospitalized_confirmed_and_suspected_covid,total_adult_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_adult_patients_hospitalized_confirmed_covid,total_adult_patients_hospitalized_confirmed_covid_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_coverage,total_pediatric_patients_hospitalized_confirmed_covid,total_pediatric_patients_hospitalized_confirmed_covid_coverage,deaths_covid
MT,2022/03/23,35,65,31,66,1,65,1,65,1
NC,2022/03/23,1023,127,592,131,44,127,18,127,13
NE,2022/03/23,108,98,99,99,5,98,5,98,2
NJ,2022/03/23,403,95,355,96,7,95,0,95,5
NM,2022/03/23,118,53,101,54,5,53,4,53,2
NY,2022/03/23,1164,198,893,207,73,198,54,198,4
OH,2022/03/23,654,231,465,235,136,231,17,231,1
OR,2022/03/23,285,62,213,64,20,62,4,62,3
PA,2022/03/23,711,221,499,227,37,221,13,221,13
SC,2022/03/23,159,86,141,88,3,86,1,86,4
TN,2022/03/23,422,139,344,142,23,139,22,139,4
TX,2022/03/23,1583,589,1242,594,100,589,59,589,17
VA,2022/03/23,411,104,338,107,13,104,8,104,7
WA,2022/03/23,557,102,287,104,18,102,7,102,7
WY,2022/03/23,11,29,12,31,1,29,1,29,2
AL,2022/03/24,239,113,148,115,17,113,4,113,1
AR,2022/03/24,194,111,152,113,8,111,7,111,1
AZ,2022/03/24,456,117,306,120,12,117,11,117,1
CA,2022/03/24,1862,406,1615,414,79,406,63,405,9
CT,2022/03/24,108,39,89,40,25,39,5,39,2
DC,2022/03/24,74,13,52,14,7,13,3,13,1
FL,2022/03/24,1185,264,863,270,27,264,19,264,21
GA,2022/03/24,680,169,434,172,29,169,11,169,9
IA,2022/03/24,78,124,75,126,2,124,1,124,1
ID,2022/03/24,85,51,81,52,3,51,2,51,1
IL,2022/03/24,516,201,377,206,30,201,14,201,5
IN,2022/03/24,354,166,203,168,12,166,8,166,3
KY,2022/03/24,310,115,238,117,17,115,5,115,5
MD,2022/03/24,284,59,177,60,20,59,5,59,3
MI,2022/03/24,507,160,435,164,17,160,16,160,5
MN,2022/03/24,276,139,196,140,25,139,22,139,1
MO,2022/03/24,574,137,428,141,42,137,28,137,3
MT,2022/03/24,34,65,32,66,2,65,2,65,1
NC,2022/03/24,953,127,560,131,42,127,12,127,11
ND,2022/03/24,58,49,42,50,4,49,1,49,1
NJ,2022/03/24,372,95,322,96,8,95,0,95,32
NM,2022/03/24,119,53,98,54,9,53,7,53,2
NY,2022/03/24,1119,198,889,207,73,198,51,198,4
OH,2022/03/24,595,231,439,235,128,231,22,231,3
OK,2022/03/24,218,149,166,151,31,149,30,149,1
OR,2022/03/24,265,62,197,64,14,62,5,62,2
PA,2022/03/24,735,221,506,227,33,221,13,221,8
SC,2022/03/24,157,86,137,88,5,86,4,86,2
TN,2022/03/24,376,139,319,142,21,139,20,139,5
TX,2022/03/24,1609,589,1229,594,92,589,60,589,19
VA,2022/03/24,375,104,298,107,11,104,10,104,12
WA,2022/03/24,539,102,279,104,16,102,8,102,4
WI,2022/03/24,267,148,229,151,10,148,1,148,1
AL,2022/03/25,250,113,144,115,16,113,2,113,3
AR,2022/03/25,171,111,133,113,10,111,7,111,8
AZ,2022/03/25,441,116,285,119,9,116,9,116,2
CA,2022/03/25,1878,406,1596,414,81,406,65,405,5
CO,2022/03/25,136,105,109,107,18,105,6,105,1
DC,2022/03/25,72,13,52,14,4,13,3,13,2
FL,2022/03/25,1142,264,803,270,29,264,17,264,23
GA,2022/03/25,667,169,405,172,30,169,11,169,3
IL,2022/03/25,502,202,375,207,38,202,12,202,3
IN,2022/03/25,333,166,205,168,10,166,9,166,4
KS,2022/03/25,131,147,119,150,2,147,1,147,1
KY,2022/03/25,280,115,219,117,15,115,5,115,7
MD,2022/03/25,266,59,167,60,24,59,4,59,2
MI,2022/03/25,485,160,425,164,22,160,18,160,5
MO,2022/03/25,544,137,414,141,39,137,25,137,1
MS,2022/03/25,116,109,96,111,14,109,4,109,1
MT,2022/03/25,36,65,32,66,3,65,2,65,2
NC,2022/03/25,939,127,539,131,45,127,11,127,13
ND,2022/03/25,59,49,42,50,2,49,1,49,1
NE,2022/03/25,102,98,94,99,6,98,3,98,2
NJ,2022/03/25,383,95,336,96,9,95,1,95,5
NY,2022/03/25,1112,198,852,207,62,198,47,198,9
OR,2022/03/25,260,62,184,64,17,62,7,62,2
PA,2022/03/25,673,221,457,227,38,221,14,221,14
SC,2022/03/25,160,86,137,88,2,86,2,86,3
SD,2022/03/25,54,62,44,65,2,62,0,62,1
TN,2022/03/25,347,139,291,142,22,139,22,139,2
TX,2022/03/25,1553,589,1165,594,85,589,55,589,15
VA,2022/03/25,369,104,290,107,13,104,9,104,12
WA,2022/03/25,504,102,247,104,24,102,10,102,5
AL,2022/03/26,247,113,139,115,12,113,2,113,2
AR,2022/03/26,169,111,131,113,8,111,5,111,1
CA,2022/03/26,1730,406,1485,414,75,406,64,405,7
CO,2022/03/26,127,105,101,107,14,105,5,105,10
DC,2022/03/26,61,13,49,14,7,13,5,13,1
DE,2022/03/26,89,15,25,16,3,15,2,15,1
FL,2022/03/26,1189,264,796,270,28,264,13,264,14
GA,2022/03/26,649,169,389,172,24,169,15,169,2
IA,2022/03/26,61,124,62,126,3,124,3,124,4
ID,2022/03/26,70,51,68,52,2,51,2,51,4
IL,2022/03/26,496,202,369,207,38,202,9,202,1
IN,2022/03/26,276,166,192,168,10,166,8,166,1
KS,2022/03/26,120,147,109,150,3,147,2,147,1
KY,2022/03/26,289,115,221,117,19,115,5,115,2
MD,2022/03/26,261,59,163,60,23,59,4,59,2
ME,2022/03/26,108,38,101,39,8,38,7,38,1
MI,2022/03/26,466,160,409,164,22,160,16,160,4
MO,2022/03/26,515,137,388,141,28,137,20,137,3
NC,2022/03/26,888,127,518,131,41,127,13,127,10
NE,2022/03/26,102,98,92,99,4,98,3,98,1
NJ,2022/03/26,372,95,313,96,11,95,1,95,5
NY,2022/03/26,1061,198,829,207,65,198,43,198,6
OH,2022/03/26,519,231,380,235,110,231,18,231,1
OR,2022/03/26,244,61,170,63,21,61,7,61,2
PA,2022/03/26,669,221,445,227,34,221,12,221,5
SC,2022/03/26,141,86,125,88,7,86,4,86,1
TN,2022/03/26,317,139,275,142,24,139,23,139,1
TX,2022/03/26,1510,589,1098,594,86,589,55,589,12
VA,2022/03/26,346,104,274,107,12,104,10,104,11
WA,2022/03/26,483,102,245,104,20,102,13,102,6
AL,2022/03/27,243,113,126,115,6,113,0,113,3
AR,2022/03/27,163,111,135,113,7,111,3,111,1
AZ,2022/03/27,421,116,268,119,18,116,10,116,2
CA,2022/03/27,1656,407,1437,415,79,407,65,406,3
CO,2022/03/27,118,105,90,107,12,105,5,105,2
FL,2022/03/27,1075,264,786,270,17,264,12,264,12
GA,2022/03/27,648,169,388,172,37,169,20,169,2
IL,2022/03/27,478,202,355,207,37,202,9,202,1
IN,2022/03/27,257,166,186,168,5,166,5,166,2
KY,2022/03/27,274,115,221,117,18,115,5,115,3
MD,2022/03/27,254,59,158,60,26,59,6,59,2
MI,2022/03/27,467,160,399,164,23,160,15,160,1
MO,2022/03/27,471,137,375,141,32,137,21,137,2
MT,2022/03/27,38,65,36,66,1,65,0,65,1
NC,2022/03/27,891,127,524,131,29,127,12,127,12
ND,2022/03/27,60,49,41,50,5,49,1,49,1
NJ,2022/03/27,376,95,313,96,17,95,8,95,2
NM,2022/03/27,105,51,81,52,4,51,3,51,1
NY,2022/03/27,1095,198,834,207,64,198,44,198,5
OH,2022/03/27,576,231,376,235,114,231,18,231,1
OK,2022/03/27,174,150,131,152,28,150,26,150,2
OR,2022/03/27,216,61,158,63,16,61,3,61,1
PA,2022/03/27,636,221,419,227,37,221,14,221,7
SC,2022/03/27,143,86,122,88,4,86,2,86,3
TX,2022/03/27,1472,589,1067,594,76,589,52,589,13
VA,2022/03/27,358,104,267,107,15,104,11,104,8
WA,2022/03/27,446,102,251,104,21,102,10,102,3
AL,2022/03/28,221,109,126,111,10,109,1,109,2
CA,2022/03/28,1583,368,1355,376,79,368,65,367,5
CO,2022/03/28,119,93,89,95,13,93,5,93,1
FL,2022/03/28,1070,235,781,241,25,235,15,235,19
GA,2022/03/28,644,155,361,158,32,155,16,155,5
ID,2022/03/28,60,47,56,48,2,47,2,47,1
IL,2022/03/28,463,183,368,188,32,183,13,183,2
IN,2022/03/28,289,134,180,136,12,134,9,134,1
KY,2022/03/28,257,104,197,106,17,104,4,104,1
ME,2022/03/28,105,35,98,36,4,35,3,35,1
MI,2022/03/28,454,155,399,159,20,155,13,155,2
MO,2022/03/28,477,121,374,125,28,121,20,121,4
MS,2022/03/28,115,102,91,104,13,102,4,102,1
MT,2022/03/28,35,63,34,64,1,63,0,63,1
NC,2022/03/28,881,115,501,119,30,115,9,115,13
ND,2022/03/28,58,46,39,47,6,46,1,46,1
NE,2022/03/28,93,94,83,95,3,94,2,94,1
NJ,2022/03/28,390,78,323,79,13,78,5,78,4
NY,2022/03/28,1137,170,863,179,55,170,32,170,3
OK,2022/03/28,171,134,139,136,30,134,29,134,1
OR,2022/03/28,224,60,164,62,26,60,9,60,1
PA,2022/03/28,609,193,413,199,35,193,13,193,8
PR,2022/03/28,37,65,26,66,4,65,3,65,2
SD,2022/03/28,43,61,39,64,4,61,0,61,1
TX,2022/03/28,1415,498,1078,503,85,498,51,498,10
VA,2022/03/28,381,96,275,99,15,96,9,96,12
WA,2022/03/28,499,93,236,95,24,93,10,93,4
AL,2022/03/29,225,109,119,111,10,109,3,109,1
AR,2022/03/29,175,95,131,97,5,95,3,95,1
AZ,2022/03/29,399,98,246,101,17,98,8,98,1
CA,2022/03/29,1570,368,1348,376,71,368,63,367,6
CT,2022/03/29,114,32,93,33,24,32,7,32,1
FL,2022/03/29,1082,234,773,240,26,234,18,234,15
GA,2022/03/29,601,155,345,158,31,155,17,155,1
IL,2022/03/29,489,183,354,188,48,183,13,183,5
IN,2022/03/29,288,131,173,133,10,131,10,131,1
KY,2022/03/29,284,104,196,106,25,104,2,104,4
LA,2022/03/29,58,223,96,226,4,223,1,223,1
MD,2022/03/29,290,52,159,53,25,52,7,52,1
MI,2022/03/29,452,155,382,159,16,155,15,155,1
MO,2022/03/29,488,119,363,123,30,119,16,119,4
NC,2022/03/29,859,115,475,119,38,115,8,115,10
ND,2022/03/29,52,46,37,47,4,46,1,46,1
NJ,2022/03/29,392,78,330,79,12,78,2,78,1
NY,2022/03/29,1078,170,828,179,58,170,37,170,4
OH,2022/03/29,505,195,367,199,137,195,18,195,1
OK,2022/03/29,200,134,141,136,31,134,30,134,1
OR,2022/03/29,220,60,148,62,20,60,6,60,5
PA,2022/03/29,707,193,463,199,42,193,10,193,6
TN,2022/03/29,302,118,266,121,25,118,22,118,1
TX,2022/03/29,1441,498,1051,503,84,498,52,498,12
VA,2022/03/29,363,96,260,99,11,96,9,96,7
AK,2022/03/30,36,23,33,23,2,23,2,23,1
AR,2022/03/30,173,110,126,112,4,110,3,110,2
CA,2022/03/30,1589,408,1332,416,64,408,55,407,3
CT,2022/03/30,113,39,85,40,23,39,6,39,1
FL,2022/03/30,1058,264,761,270,31,264,23,264,12
GA,2022/03/30,598,167,320,170,32,167,17,167,2
IA,2022/03/30,64,124,63,126,3,124,3,124,1
ID,2022/03/30,53,51,54,52,2,51,2,51,1
IL,2022/03/30,470,201,345,206,32,201,14,201,5
IN,2022/03/30,305,166,174,168,11,166,9,166,4
KY,2022/03/30,265,115,195,117,19,115,2,115,2
MI,2022/03/30,428,159,364,163,15,159,11,159,3
MN,2022/03/30,232,139,171,140,23,139,15,139,1
MS,2022/03/30,97,109,80,111,12,109,4,109,1
MT,2022/03/30,25,65,22,66,1,65,0,65,2
NC,2022/03/30,871,127,453,131,43,127,10,127,13
ND,2022/03/30,51,49,32,50,5,49,1,49,2
NE,2022/03/30,100,98,91,99,3,98,2,98,1
NJ,2022/03/30,364,95,318,96,14,95,3,95,1
NM,2022/03/30,111,54,94,55,4,54,2,54,2
NY,2022/03/30,1076,199,837,208,67,199,39,199,10
OR,2022/03/30,207,62,138,64,22,62,6,62,5
PA,2022/03/30,654,221,422,227,53,221,17,221,6
SC,2022/03/30,133,86,105,88,2,86,1,86,3
TN,2022/03/30,294,139,244,142,25,139,23,139,2
TX,2022/03/30,1365,589,1012,594,105,589,52,589,8
VA,2022/03/30,316,104,249,107,10,104,8,104,5
WA,2022/03/30,491,102,207,104,15,102,6,102,4
AL,2022/03/31,157,114,101,116,6,114,4,114,1
CA,2022/03/31,1516,408,1241,416,67,408,56,407,4
CT,2022/03/31,91,39,74,40,29,39,8,39,1
DC,2022/03/31,58,13,41,14,5,13,3,13,1
FL,2022/03/31,1050,264,745,270,30,264,20,264,18
GA,2022/03/31,606,170,311,173,32,170,16,170,4
HI,2022/03/31,28,26,25,26,4,26,3,26,1
IA,2022/03/31,77,124,70,126,3,124,1,124,1
IN,2022/03/31,295,166,169,168,13,166,10,166,3
KY,2022/03/31,273,115,192,117,13,115,1,115,6
MD,2022/03/31,276,59,151,60,29,59,7,59,1
MI,2022/03/31,414,159,355,163,13,159,12,159,2
MN,2022/03/31,239,139,171,140,21,139,18,139,1
MS,2022/03/31,96,109,80,111,14,109,4,109,2
NC,2022/03/31,817,127,436,131,44,127,17,127,10
ND,2022/03/31,52,49,33,50,4,49,1,49,1
NJ,2022/03/31,373,95,324,96,10,95,2,95,4
NM,2022/03/31,111,54,86,55,6,54,2,54,1
NY,2022/03/31,1112,199,848,208,70,199,48,199,4
OH,2022/03/31,541,231,370,235,144,231,22,231,1
OR,2022/03/31,206,62,144,64,22,62,5,62,2
PA,2022/03/31,625,221,400,227,58,221,16,221,8
SD,2022/03/31,41,62,29,65,2,62,2,62,1
TN,2022/03/31,273,139,228,142,23,139,21,139,5
TX,2022/03/31,1343,589,1001,594,84,589,48,589,13
VA,2022/03/31,334,104,236,107,20,104,14,104,8
WA,2022/03/31,486,102,204,104,17,102,4,102,2
AL,2022/04/01,161,114,94,116,7,114,5,114,5
AR,2022/04/01,171,110,118,112,4,110,3,110,1
CA,2022/04/01,1469,408,1186,416,61,408,57,407,5
FL,2022/04/01,1032,264,718,270,32,264,19,264,16
GA,2022/04/01,592,170,311,173,31,170,15,170,1
IL,2022/04/01,504,201,377,206,36,201,15,201,1
IN,2022/04/01,272,166,155,168,16,166,11,166,1
KS,2022/04/01,116,147,97,150,5,147,1,147,1
KY,2022/04/01,277,115,190,117,20,115,3,115,5
MD,2022/04/01,297,59,150,60,29,59,8,59,1
MI,2022/04/01,429,159,364,163,17,159,15,159,4
MO,2022/04/01,425,137,299,141,29,137,17,137,4
NC,2022/04/01,794,127,434,131,36,127,17,127,10
ND,2022/04/01,49,49,34,50,3,49,1,49,1
NJ,2022/04/01,370,95,327,96,10,95,1,95,2
NY,2022/04/01,1104,199,851,208,67,199,47,199,4
OK,2022/04/01,165,148,113,150,28,148,28,148,2
OR,2022/04/01,176,62,130,64,16,62,5,62,4
PA,2022/04/01,605,221,366,227,44,221,15,221,10
TN,2022/04/01,246,140,209,143,21,140,20,140,1
TX,2022/04/01,1257,589,923,594,87,589,52,589,16
VA,2022/04/01,333,104,224,107,21,104,15,104,9
WA,2022/04/01,430,102,161,104,23,102,4,102,6
AR,2022/04/02,150,110,110,112,7,110,3,110,2
FL,2022/04/02,929,264,655,270,27,264,17,264,21
GA,2022/04/02,587,170,298,173,37,170,7,170,2
IL,2022/04/02,487,201,380,206,31,201,13,201,3
IN,2022/04/02,260,166,147,168,14,166,7,166,1
KS,2022/04/02,106,147,89,150,3,147,1,147,1
KY,2022/04/02,245,115,187,117,17,115,3,115,1
MD,2022/04/02,297,59,150,60,26,59,6,59,1
MI,2022/04/02,421,159,361,163,23,159,20,159,2
MO,2022/04/02,395,137,277,141,28,137,14,137,1
MS,2022/04/02,78,109,66,111,9,109,4,109,1
NC,2022/04/02,772,127,419,131,40,127,15,127,7
NJ,2022/04/02,389,95,318,96,11,95,2,95,5
NY,2022/04/02,1091,199,852,208,52,199,30,199,11
OH,2022/04/02,536,231,346,235,128,231,14,231,1
OK,2022/04/02,164,148,112,150,29,148,28,148,1
PA,2022/04/02,574,221,343,227,28,221,10,221,6
SC,2022/04/02,104,86,86,88,3,86,1,86,1
TN,2022/04/02,237,140,195,143,19,140,16,140,4
TX,2022/04/02,1262,589,909,594,87,589,43,589,15
VA,2022/04/02,275,104,212,107,18,104,15,104,8
WA,2022/04/02,434,102,193,104,18,102,2,102,2
AL,2022/04/03,201,114,93,116,9,114,3,114,1
AR,2022/04/03,147,110,109,112,8,110,3,110,1
AZ,2022/04/03,315,113,187,116,13,113,6,113,1
CA,2022/04/03,1403,407,1116,415,58,407,48,406,4
CO,2022/04/03,126,106,87,108,14,106,6,106,1
DC,2022/04/03,59,13,41,14,9,13,7,13,1
FL,2022/04/03,923,264,653,270,25,264,16,264,13
GA,2022/04/03,566,169,291,172,37,169,13,169,4
IA,2022/04/03,55,124,54,126,4,124,0,124,3
ID,2022/04/03,47,51,47,52,3,51,3,51,1
IN,2022/04/03,251,166,134,168,13,166,8,166,2
MD,2022/04/03,278,59,141,60,30,59,6,59,1
MI,2022/04/03,408,158,352,162,20,158,15,158,2
MO,2022/04/03,366,137,274,141,33,137,16,137,1
NC,2022/04/03,742,127,391,131,29,127,15,127,7
ND,2022/04/03,46,49,33,50,3,49,2,49,1
NJ,2022/04/03,400,95,341,96,15,95,5,95,5
NY,2022/04/03,1071,199,849,208,64,199,37,199,5
PA,2022/04/03,559,221,358,227,34,221,10,221,5
SC,2022/04/03,105,86,87,88,5,86,1,86,2
TN,2022/04/03,231,140,192,143,16,140,15,140,4
TX,2022/04/03,1258,589,906,594,96,589,46,589,9
VA,2022/04/03,252,104,198,107,15,104,9,104,6
WA,2022/04/03,453,102,185,104,12,102,4,102,4
AR,2022/04/04,154,95,113,97,7,95,3,95,1
CA,2022/04/04,1353,368,1129,376,52,368,45,367,4
CO,2022/04/04,120,93,81,95,17,93,9,93,1
FL,2022/04/04,954,234,665,240,34,234,23,234,16
GA,2022/04/04,574,156,293,159,22,156,10,156,1
IA,2022/04/04,60,120,58,122,2,120,1,120,1
ID,2022/04/04,56,47,47,48,2,47,2,47,1
IL,2022/04/04,499,182,371,187,43,182,12,182,3
IN,2022/04/04,224,132,120,134,6,132,5,132,1
KY,2022/04/04,228,104,175,106,20,104,6,104,1
MD,2022/04/04,266,52,138,53,32,52,9,52,1
MI,2022/04/04,447,154,381,158,26,154,15,154,3
MO,2022/04/04,381,120,304,124,29,120,15,120,3
NC,2022/04/04,733,115,396,119,26,115,13,115,10
ND,2022/04/04,40,46,29,47,2,46,1,46,2
NJ,2022/04/04,408,78,354,79,10,78,3,78,5
NY,2022/04/04,1088,172,895,181,61,172,39,172,5
OK,2022/04/04,150,136,110,138,27,136,27,136,2
OR,2022/04/04,188,60,128,62,11,60,4,60,2
PA,2022/04/04,553,193,349,199,42,193,11,193,3
TX,2022/04/04,1158,498,872,503,95,498,48,498,12
VA,2022/04/04,284,97,201,100,14,97,9,97,5
AR,2022/04/05,152,95,117,97,7,95,3,95,2
CA,2022/04/05,1369,367,1112,375,48,367,41,366,2
CO,2022/04/05,117,93,73,95,23,93,12,93,1
FL,2022/04/05,1000,234,676,240,29,234,19,234,13
GA,2022/04/05,575,155,287,158,23,155,11,155,1
ID,2022/04/05,40,47,42,48,3,47,3,47,1
IL,2022/04/05,528,182,401,187,48,182,20,182,1
KY,2022/04/05,217,104,157,106,22,104,3,104,4
MI,2022/04/05,454,154,376,158,11,154,8,154,2
MN,2022/04/05,249,130,185,131,19,130,16,130,1
MO,2022/04/05,408,120,277,124,31,120,14,120,4
NC,2022/04/05,900,115,390,119,38,115,11,115,9
ND,2022/04/05,40,46,28,47,2,46,1,46,1
NJ,2022/04/05,420,78,366,79,9,78,0,78,3
NY,2022/04/05,1179,171,911,180,75,171,43,171,4
OR,2022/04/05,194,60,132,62,16,60,5,60,2
PA,2022/04/05,587,193,368,199,48,193,15,193,8
SC,2022/04/05,116,73,93,75,3,73,2,73,2
TN,2022/04/05,212,118,185,121,22,118,21,118,1
TX,2022/04/05,1230,498,872,503,104,498,48,498,9
VA,2022/04/05,281,96,198,99,13,96,9,96,5
VT,2022/04/05,25,16,25,17,3,16,3,16,1
WA,2022/04/05,494,93,189,95,23,93,7,93,7
AL,2022/04/06,186,115,87,117,10,115,3,115,1
AR,2022/04/06,147,110,103,112,7,110,2,110,1
CA,2022/04/06,1389,403,1102,411,60,403,49,402,3
CO,2022/04/06,121,106,74,108,23,106,10,106,1
CT,2022/04/06,153,39,128,40,25,39,5,39,1
FL,2022/04/06,1025,264,706,270,30,264,19,264,10
GA,2022/04/06,557,170,273,173,23,170,9,170,4
IL,2022/04/06,553,202,383,207,52,202,19,202,3
IN,2022/04/06,239,166,115,168,6,166,5,166,4
KY,2022/04/06,228,115,160,117,21,115,2,115,3
MI,2022/04/06,425,159,365,163,17,159,11,159,3
NC,2022/04/06,883,127,385,131,35,127,8,127,11
NJ,2022/04/06,442,95,382,96,12,95,3,95,1
NY,2022/04/06,1211,198,956,207,71,198,38,198,6
OR,2022/04/06,199,62,141,64,17,62,4,62,3
PA,2022/04/06,583,221,358,227,44,221,15,221,2
SC,2022/04/06,123,86,99,88,2,86,2,86,2
TN,2022/04/06,232,139,189,142,20,139,17,139,1
TX,2022/04/06,1162,590,836,595,106,590,48,590,5
VA,2022/04/06,258,104,182,107,14,104,10,104,3
WA,2022/04/06,470,103,197,105,24,103,7,103,6
WI,2022/04/06,187,149,153,152,19,149,5,149,3
AL,2022/04/07,145,113,76,115,13,113,3,113,3
AR,2022/04/07,134,110,102,112,4,110,2,110,1
CA,2022/04/07,1353,404,1075,412,54,404,44,403,4
FL,2022/04/07,983,264,680,270,29,264,19,264,11
GA,2022/04/07,544,170,267,173,20,170,8,170,2
IA,2022/04/07,66,124,55,126,5,124,4,124,1
ID,2022/04/07,46,51,46,52,2,51,2,51,1
IL,2022/04/07,521,202,390,207,49,202,17,202,4
IN,2022/04/07,238,166,128,168,6,166,5,166,2
KY,2022/04/07,210,115,144,117,19,115,0,115,3
MD,2022/04/07,294,59,156,60,33,59,10,59,3
MI,2022/04/07,437,159,371,163,22,159,16,159,5
MO,2022/04/07,419,137,280,141,37,137,17,137,3
MS,2022/04/07,78,109,57,111,10,109,2,109,1
NC,2022/04/07,892,127,370,131,29,127,6,127,10
ND,2022/04/07,38,49,27,50,4,49,2,49,1
NJ,2022/04/07,432,95,371,96,12,95,2,95,4
NY,2022/04/07,1201,198,991,207,80,198,50,198,9
OH,2022/04/07,488,230,315,234,123,230,19,230,2
OR,2022/04/07,179,62,127,64,13,62,1,62,4
PA,2022/04/07,564,221,357,227,49,221,14,221,5
SC,2022/04/07,101,86,85,88,3,86,2,86,3
SD,2022/04/07,43,62,29,65,3,62,0,62,1
TX,2022/04/07,1229,590,839,595,101,590,45,590,9
VA,2022/04/07,263,104,184,107,11,104,9,104,7
WA,2022/04/07,519,103,210,105,24,103,8,103,6
AK,2022/04/08,29,24,29,24,3,24,3,24,2
AL,2022/04/08,134,113,69,115,15,113,4,113,2
AZ,2022/04/08,311,115,196,118,22,115,8,115,1
CA,2022/04/08,1331,404,1050,412,54,404,41,403,3
FL,2022/04/08,961,264,661,270,24,264,14,264,10
GA,2022/04/08,546,170,263,173,29,170,9,170,1
ID,2022/04/08,47,51,45,52,2,51,2,51,1
IL,2022/04/08,516,202,373,207,33,202,13,202,2
KY,2022/04/08,219,115,141,117,27,115,2,115,4
MI,2022/04/08,447,159,373,163,18,159,16,159,2
MO,2022/04/08,415,137,271,141,31,137,17,137,1
NC,2022/04/08,855,127,359,131,31,127,7,127,11
ND,2022/04/08,37,49,25,50,4,49,2,49,1
NJ,2022/04/08,433,95,373,96,12,95,5,95,2
NY,2022/04/08,1243,198,1016,207,69,198,36,198,6
OR,2022/04/08,190,62,132,64,13,62,2,62,1
PA,2022/04/08,586,221,351,227,54,221,11,221,10
PR,2022/04/08,46,64,40,62,11,64,12,61,1
SC,2022/04/08,97,86,75,88,4,86,2,86,4
SD,2022/04/08,40,62,26,65,1,62,0,62,1
TN,2022/04/08,214,139,179,142,17,139,17,139,2
TX,2022/04/08,1118,590,805,595,97,590,45,590,7
VA,2022/04/08,257,104,181,107,12,104,8,104,10
WA,2022/04/08,478,103,201,105,21,103,8,103,2
AZ,2022/04/09,279,115,180,118,10,115,6,115,1
CA,2022/04/09,1328,403,1027,411,45,403,29,402,2
CT,2022/04/09,119,39,107,40,21,39,5,39,1
FL,2022/04/09,894,264,638,270,25,264,12,264,13
GA,2022/04/09,526,170,255,173,30,170,9,170,3
IA,2022/04/09,54,124,50,126,15,124,4,124,1
IL,2022/04/09,648,202,356,207,30,202,14,202,1
KY,2022/04/09,200,115,136,117,19,115,1,115,1
MD,2022/04/09,279,59,141,60,18,59,7,59,1
MI,2022/04/09,426,159,350,163,17,159,15,159,1
MO,2022/04/09,361,137,255,141,29,137,17,137,2
MS,2022/04/09,63,109,48,111,7,109,2,109,1
NC,2022/04/09,834,127,345,131,30,127,5,127,10
NJ,2022/04/09,421,95,360,96,8,95,2,95,1
NY,2022/04/09,1262,198,1043,207,74,198,42,198,6
OH,2022/04/09,468,230,322,234,112,230,11,230,2
OR,2022/04/09,197,62,128,64,17,62,2,62,2
PA,2022/04/09,577,221,344,227,45,221,9,221,12
SC,2022/04/09,85,86,71,88,2,86,2,86,1
TX,2022/04/09,1109,590,754,595,87,590,43,590,5
VA,2022/04/09,238,104,176,107,9,104,6,104,4
WA,2022/04/09,443,103,203,105,27,103,10,103,4
AR,2022/04/10,121,110,90,112,2,110,2,110,1
CA,2022/04/10,1316,403,1012,411,48,403,34,402,5
CO,2022/04/10,118,106,74,108,15,106,5,106,1
CT,2022/04/10,125,39,109,40,26,39,4,39,1
FL,2022/04/10,888,264,638,270,21,264,13,264,14
GA,2022/04/10,535,169,255,172,24,169,8,169,2
IA,2022/04/10,55,124,51,126,4,124,3,124,79
IL,2022/04/10,530,202,358,207,35,202,14,202,3
IN,2022/04/10,180,166,120,168,11,166,10,166,2
KY,2022/04/10,199,115,131,117,21,115,2,115,1
MS,2022/04/10,63,109,45,111,9,109,2,109,1
NC,2022/04/10,816,127,342,131,28,127,6,127,11
NY,2022/04/10,1314,198,1064,207,78,198,42,198,4
OH,2022/04/10,504,230,325,234,115,230,12,230,2
OK,2022/04/10,144,145,83,147,27,145,27,145,1
OR,2022/04/10,180,62,126,64,11,62,3,62,1
PA,2022/04/10,569,221,361,227,39,221,8,221,9
SC,2022/04/10,96,86,77,88,2,86,2,86,1
TN,2022/04/10,179,139,159,142,11,139,9,139,2
TX,2022/04/10,1097,590,749,595,92,590,49,590,7
VA,2022/04/10,242,104,173,107,6,104,5,104,6
WA,2022/04/10,419,103,198,105,23,103,9,103,7
AK,2022/04/11,25,22,25,22,3,22,2,22,2
AL,2022/04/11,149,109,70,111,18,109,4,109,1
AR,2022/04/11,117,95,98,97,2,95,2,95,1
CA,2022/04/11,1313,366,1029,374,50,366,39,365,2
CT,2022/04/11,121,32,111,33,24,32,5,32,2
FL,2022/04/11,896,234,653,240,32,234,17,234,14
GA,2022/04/11,569,154,265,157,32,154,19,154,1
IA,2022/04/11,63,120,56,122,5,120,4,120,1
ID,2022/04/11,49,47,44,48,1,47,1,47,1
IL,2022/04/11,423,184,346,189,30,184,11,184,5
IN,2022/04/11,244,132,123,134,6,132,5,132,1
KY,2022/04/11,192,104,132,106,20,104,2,104,3
MD,2022/04/11,295,52,151,53,33,52,7,52,1
MI,2022/04/11,475,153,400,157,16,153,13,153,4
MN,2022/04/11,226,130,183,131,10,130,10,130,1
